cath_id,count
2.40.250.10,1
6.10.250.1340,2
2.40.30.70,1
3.30.2310.20,1
1.20.58.1110,5
1.10.1740.100,1
3.20.20.140,12
3.40.1110.10,10
3.20.20.30,3
1.20.90.10,6
3.40.50.1380,2
3.40.140.20,2
6.10.140.560,1
2.60.120.1290,1
1.10.287.2620,7
3.90.940.10,1
1.20.58.1250,2
1.10.720.60,1
3.30.70.3190,3
2.30.30.870,3
3.30.70.640,2
3.40.50.11500,6
1.10.1410.10,3
3.30.40.210,1
3.90.45.10,1
6.10.140.1090,1
2.30.30.10,5
2.30.30.490,7
3.90.120.10,1
2.60.40.2240,4
3.30.900.20,1
3.40.570.10,2
1.10.10.400,6
1.10.150.910,2
3.30.2380.10,1
1.20.58.380,4
1.25.40.40,10
1.10.10.1320,1
3.40.50.10380,1
1.10.10.1970,1
3.40.30.150,2
2.40.50.550,2
3.40.20.10,44
6.10.250.3010,1
1.20.58.290,10
3.30.390.30,6
6.10.140.760,1
3.30.110.80,3
1.20.5.1000,2
1.10.10.200,2
2.30.30.70,1
3.30.460.40,2
1.10.238.230,1
1.10.238.220,1
3.30.1250.10,1
1.10.10.900,1
3.30.70.400,1
6.10.250.2060,1
3.40.1350.10,5
1.10.12.40,6
3.60.10.10,8
2.60.40.680,5
2.170.220.10,2
3.90.740.10,5
1.10.730.10,8
2.170.130.30,3
3.40.50.450,10
1.10.150.690,3
6.10.140.1450,3
1.20.120.880,1
1.10.10.1730,2
3.10.450.460,1
1.10.8.930,1
1.10.1580.10,2
1.20.120.980,2
1.10.10.1050,2
3.90.940.20,1
1.20.1080.10,5
1.10.437.10,5
1.10.287.500,3
4.10.400.10,3
1.10.8.460,2
1.20.58.1310,1
1.25.40.840,2
1.20.120.140,4
3.40.1010.20,3
3.30.530.50,2
3.30.70.2620,3
1.20.120.900,2
2.70.130.10,12
2.30.29.170,3
1.10.246.20,2
1.20.120.420,1
3.30.450.270,1
3.30.70.2470,4
6.10.250.3290,4
3.30.740.10,3
6.10.250.560,2
3.40.1810.10,6
2.30.30.770,1
1.20.5.690,1
2.40.128.30,7
2.60.40.200,4
1.20.58.770,1
1.10.10.930,4
3.40.50.10860,9
2.60.40.1220,10
2.60.40.3010,2
6.10.250.2560,11
3.30.750.130,4
3.30.70.2430,1
3.30.70.2610,1
2.60.120.1340,1
3.30.900.10,4
1.20.5.2620,3
1.10.10.500,2
3.30.200.40,1
3.30.70.1820,3
3.30.250.20,4
2.60.40.1700,5
1.20.1510.10,1
3.30.1360.180,6
2.20.28.160,1
1.10.238.150,1
3.30.1140.32,1
6.10.250.410,8
2.20.130.10,5
2.60.40.1090,3
1.25.40.790,3
3.30.1360.210,4
1.10.418.40,2
6.10.250.1330,1
1.10.720.40,3
2.20.25.570,1
6.10.140.1300,2
1.10.287.1080,4
3.40.1800.30,2
1.10.10.2200,4
2.60.40.2410,2
6.10.250.160,3
6.20.50.20,1
1.10.287.1040,4
1.20.930.20,3
1.20.1050.130,1
3.90.800.10,2
3.30.110.30,1
6.10.280.20,3
3.30.450.260,3
3.40.50.12610,6
2.30.29.160,2
3.40.50.11980,7
1.10.8.20,8
3.30.70.2750,1
1.20.1300.20,1
1.25.40.540,7
6.10.250.770,2
1.10.100.10,1
2.20.110.10,3
4.10.220.40,3
1.10.3050.10,1
1.25.40.470,2
6.10.250.1530,2
1.10.220.60,3
3.90.176.10,1
3.90.1200.10,5
3.40.50.12360,1
3.40.50.10890,3
1.10.150.40,2
3.30.9.90,1
3.30.70.20,2
3.30.370.10,1
2.30.30.360,2
2.40.50.960,1
1.20.120.1200,1
2.60.40.1840,3
3.20.20.330,3
3.90.1230.10,1
3.30.1560.10,2
1.10.1220.150,1
1.10.135.10,3
3.30.590.10,2
3.30.70.1010,1
1.20.5.2710,2
3.30.390.130,4
1.10.246.30,1
1.10.287.3510,3
1.10.8.500,3
2.60.40.3670,2
2.70.40.10,2
1.20.58.1380,4
2.100.10.30,2
1.10.790.10,2
1.10.287.260,1
3.90.660.10,3
1.10.405.10,4
3.30.160.320,1
3.10.150.10,11
2.60.40.1360,1
1.10.10.2240,3
3.40.50.1910,4
3.30.1540.10,2
1.10.246.140,2
6.10.250.2630,1
3.10.290.10,4
2.40.50.740,3
1.10.1820.10,1
2.20.25.20,2
4.10.70.10,6
3.30.70.2040,1
6.10.300.20,1
1.20.5.3070,3
1.10.287.990,8
1.10.110.10,3
2.170.130.20,8
1.20.58.1220,2
3.30.457.40,1
3.10.110.20,1
1.20.120.560,10
2.105.10.10,1
3.30.479.10,1
3.40.50.1470,1
3.40.50.11700,1
6.10.250.50,3
1.25.10.70,3
1.20.1050.110,1
1.10.150.190,1
3.30.70.1130,2
1.10.210.10,8
1.10.418.60,3
6.10.250.1210,2
2.60.40.2250,2
3.30.2150.10,1
3.30.1380.10,3
2.170.16.10,2
3.30.70.150,2
3.10.20.70,3
6.10.250.2160,2
2.60.40.840,4
3.10.20.560,2
1.20.5.1070,2
2.30.130.40,4
3.90.730.10,1
3.30.1130.10,2
6.10.250.2790,1
6.10.140.380,1
6.20.240.40,1
3.40.50.12590,2
2.60.260.40,1
6.10.250.3420,1
3.30.720.150,1
2.170.210.10,1
1.10.150.340,3
2.60.120.340,15
3.30.70.1660,2
6.10.120.10,2
1.20.960.30,3
3.40.532.10,2
1.20.120.1960,1
1.20.120.310,2
4.10.75.10,5
2.60.40.1430,2
1.20.1280.30,3
3.30.2130.10,1
1.20.1260.10,6
2.60.40.1720,1
2.170.120.12,2
2.100.10.50,5
3.30.1370.110,3
1.10.60.20,2
6.10.250.2830,6
3.50.80.10,2
3.10.400.10,2
2.30.40.10,8
1.20.58.600,5
3.30.390.10,6
2.30.180.10,11
2.30.29.240,1
6.10.140.420,4
1.10.8.330,1
1.10.287.280,1
6.20.350.10,1
1.10.10.460,1
2.60.120.770,1
6.10.140.1410,2
6.10.280.160,3
1.20.58.910,3
2.60.120.1030,2
2.120.10.80,4
3.40.50.11480,5
1.10.418.50,3
1.20.1280.170,2
1.10.8.1220,7
3.20.20.220,1
1.10.132.100,1
2.60.40.1670,1
1.10.10.1120,1
3.90.1160.10,2
6.10.250.350,2
2.20.25.80,5
1.10.287.870,1
3.30.70.680,4
6.10.140.1720,3
3.40.50.960,2
2.60.120.830,2
2.60.40.2720,1
3.90.1520.10,1
3.40.1170.60,1
3.30.1600.10,3
4.10.800.20,1
3.90.570.10,1
3.30.1490.140,1
6.10.250.2050,1
3.40.50.11270,1
1.20.58.1790,3
3.30.1490.40,1
3.40.50.10390,1
2.60.40.1740,1
1.10.4060.10,2
3.30.2230.10,5
1.20.5.260,4
2.70.50.40,2
3.40.50.9100,2
3.30.1610.10,1
6.10.140.2020,5
1.10.287.2610,4
3.30.60.60,2
3.30.70.2810,1
1.10.1900.50,1
1.20.1340.10,1
2.60.120.1060,1
1.20.1320.20,1
3.90.520.10,8
3.90.550.40,1
1.20.1020.10,3
6.10.140.260,2
1.20.1270.440,2
1.20.1050.60,1
1.10.287.1480,1
3.30.750.210,2
3.30.160.210,3
2.60.40.2070,2
6.10.140.1180,1
6.10.250.2320,1
3.30.70.3310,8
2.60.40.780,2
3.90.470.20,2
3.40.50.10940,1
4.10.1240.30,6
2.40.160.110,3
2.60.40.770,4
1.10.230.10,2
2.40.290.30,3
3.30.420.610,10
1.20.120.1270,2
1.20.1280.250,1
3.30.420.60,9
1.20.1440.160,3
3.30.1370.250,1
3.30.310.210,8
3.30.70.60,4
3.10.20.180,2
1.20.58.780,3
3.90.310.10,1
3.20.190.10,3
1.10.10.510,1
6.10.340.10,2
1.20.58.590,7
1.20.120.650,1
3.30.1300.30,1
1.20.58.300,1
1.10.760.10,2
3.60.15.10,7
4.10.60.30,3
3.30.460.90,1
1.20.990.10,3
3.40.50.9200,1
6.10.140.1390,2
1.20.5.1450,2
3.30.1360.30,2
1.10.287.880,2
2.30.110.10,3
1.10.10.790,3
1.10.3730.10,3
6.10.140.200,4
2.20.210.10,1
3.40.1090.10,2
1.20.5.430,6
2.60.450.20,2
2.30.30.230,1
3.10.50.10,6
2.120.10.10,2
3.30.1070.20,1
6.10.250.1190,7
4.10.180.60,3
2.10.250.10,2
1.10.10.2220,2
3.40.50.140,2
1.10.290.10,2
1.10.10.370,1
1.10.220.30,3
3.40.449.10,2
2.170.8.10,2
3.90.228.20,2
3.40.50.850,2
1.20.1440.60,7
1.20.1330.10,3
3.40.50.12780,5
3.90.1680.10,1
1.20.120.660,4
1.10.287.4070,1
1.10.246.90,1
1.10.260.100,2
3.30.1490.490,1
1.10.10.1330,1
3.30.519.10,2
3.30.720.50,5
1.10.357.30,1
6.10.250.200,3
4.10.110.10,2
3.20.20.10,1
3.40.50.11710,1
2.10.10.100,1
1.10.287.630,3
3.40.50.10900,2
2.40.10.230,1
3.30.530.80,1
2.40.30.270,1
3.10.310.40,3
2.60.40.2650,1
1.10.1240.20,1
3.30.1370.30,1
3.30.1490.10,1
1.20.58.180,2
1.20.1160.20,9
6.10.140.190,2
3.30.2450.30,3
3.10.450.700,4
3.30.110.150,4
6.10.250.1160,1
6.10.250.140,2
6.10.250.2470,1
1.20.1440.250,7
2.60.40.1710,1
3.30.720.90,2
3.60.21.40,1
1.20.58.890,3
2.40.128.680,1
3.40.800.10,2
3.90.950.10,1
1.20.82.10,1
3.40.1260.10,2
3.40.50.10320,1
3.30.420.570,1
2.30.30.380,2
1.20.1480.30,3
2.60.40.2380,1
1.10.150.160,4
1.20.1270.50,3
3.10.310.20,2
1.10.287.340,1
1.25.40.60,2
1.20.5.2440,2
6.10.250.710,1
3.40.109.10,1
2.60.40.2170,1
3.30.70.1590,1
1.20.81.20,1
3.90.280.10,3
3.30.1490.100,4
1.10.150.720,1
1.10.150.320,1
1.20.120.1110,6
3.30.1490.420,2
1.20.120.1260,2
3.30.2320.50,1
1.10.520.20,1
3.30.429.10,4
1.10.287.910,3
1.10.150.240,5
1.10.1420.10,4
3.30.70.1940,1
1.20.5.530,2
2.40.37.10,1
3.90.930.40,2
3.60.60.10,2
1.25.40.500,3
6.10.140.1710,6
3.30.170.10,1
3.30.1330.50,1
3.40.50.460,6
1.20.58.2220,4
2.40.150.20,2
1.10.287.1120,4
3.30.1370.160,2
1.10.8.1120,1
4.10.970.10,1
1.10.1600.10,1
1.20.120.550,7
2.60.40.1250,1
3.90.360.10,1
3.90.1380.10,1
1.20.58.830,5
6.10.250.1370,5
3.55.40.20,1
3.40.140.70,2
6.10.280.10,1
1.10.287.2320,2
3.90.600.10,2
1.10.472.90,1
3.30.1360.100,1
3.30.1110.20,1
2.60.40.2300,3
1.10.287.920,1
1.25.40.350,2
3.30.1620.10,1
1.20.58.810,2
1.20.58.630,2
3.90.660.20,1
1.20.120.320,1
3.30.70.2870,2
1.20.58.1460,4
2.70.150.10,9
6.10.250.270,1
1.10.287.750,2
1.10.375.10,3
3.30.310.180,3
2.60.40.2360,1
2.40.128.230,1
3.30.300.100,1
3.10.450.40,5
3.10.440.10,1
1.10.150.180,1
1.20.5.440,1
1.20.5.320,1
1.20.120.260,1
1.20.5.450,1
1.10.3970.10,1
1.10.150.280,1
6.10.230.10,2
1.10.166.10,1
4.10.280.30,1
1.10.3280.10,1
2.60.270.50,1
3.30.1410.10,2
3.30.56.70,1
3.40.1160.10,2
1.20.140.50,5
1.10.287.3810,4
1.10.8.1170,4
3.40.50.10260,1
1.20.58.1800,3
3.30.1360.20,1
3.30.390.50,2
4.10.640.40,1
2.60.40.1500,1
3.40.970.10,2
3.40.50.11730,1
2.30.140.10,2
3.10.450.240,2
6.10.140.130,2
3.60.20.20,1
6.20.50.130,1
2.30.30.1020,1
4.10.1060.50,1
3.30.70.2000,1
3.30.70.940,3
3.30.110.170,1
1.10.8.600,1
3.30.1360.120,2
1.20.120.220,1
3.20.20.20,1
3.10.196.10,1
1.10.288.10,1
6.10.250.2720,2
2.30.30.340,1
6.10.250.2580,3
2.60.40.1150,3
3.40.50.11610,3
3.30.70.2260,1
2.140.10.30,1
1.10.490.20,4
2.60.40.1290,1
2.70.20.10,1
1.20.1440.230,3
1.20.120.830,1
1.10.418.80,1
3.90.1030.20,1
1.20.142.10,1
1.20.120.520,4
3.30.300.10,6
3.10.25.10,2
1.10.1200.10,2
6.10.250.740,2
1.20.1440.140,1
3.30.70.1710,2
3.40.1800.20,1
4.10.290.10,1
1.10.8.380,1
1.10.8.480,1
1.10.287.560,2
3.50.30.20,1
3.40.50.1370,6
1.20.58.1910,1
1.10.132.10,1
1.10.238.200,3
1.20.1280.310,2
6.10.140.500,1
1.10.1200.230,1
6.10.250.80,2
2.70.70.10,1
1.10.10.1410,2
3.90.1170.50,1
3.30.365.10,8
3.90.980.20,2
2.60.40.2140,1
2.20.220.10,1
2.60.40.1490,2
3.30.160.720,2
1.10.287.2070,1
6.10.140.1470,2
3.15.10.20,3
3.40.980.10,2
1.20.120.930,1
3.30.1460.20,3
1.20.5.360,2
6.10.140.1800,2
3.40.630.40,2
3.40.5.50,2
1.20.58.1420,1
2.60.40.2810,1
3.30.1370.210,6
1.20.120.30,1
2.20.140.10,3
1.10.286.10,2
1.10.3450.40,1
1.10.246.80,1
6.10.250.2620,2
6.10.140.1670,2
3.30.70.590,2
1.10.30.20,1
1.20.58.1330,1
2.40.40.50,1
1.10.150.470,1
1.10.220.110,3
2.60.40.3900,1
2.60.40.3000,1
3.40.50.10300,1
3.30.2460.20,2
2.30.31.10,1
2.30.22.10,3
3.10.310.10,4
3.10.20.600,1
3.90.1210.10,1
6.10.140.590,1
6.10.280.80,1
3.40.350.10,5
3.30.1300.10,1
1.10.300.10,1
3.90.170.10,2
3.90.1170.30,1
2.60.40.4240,1
1.25.70.10,1
3.40.1190.20,2
3.40.1230.10,1
3.30.720.10,2
2.60.40.1210,1
1.20.120.1780,1
4.10.910.10,1
6.10.140.1500,4
1.10.287.1150,1
1.10.10.1540,1
3.30.780.10,5
4.10.80.300,1
3.90.230.10,3
3.30.70.1150,1
3.30.1110.10,1
1.10.390.30,1
3.40.50.12280,1
3.90.1420.10,2
3.30.720.210,1
2.40.128.660,3
3.10.20.550,2
1.20.1690.10,2
1.10.246.60,1
2.60.40.1650,1
1.10.10.2590,1
6.10.250.320,1
4.10.950.10,1
3.60.21.60,1
1.20.5.1610,1
1.10.10.540,3
3.90.1170.20,1
1.20.1270.150,1
1.10.150.120,1
6.10.250.990,1
1.20.1270.140,1
2.40.160.120,1
3.30.1660.30,1
2.60.490.10,3
3.30.1490.70,3
1.10.1240.40,2
3.30.457.50,2
3.90.1150.80,4
6.10.250.2010,3
1.10.1760.10,1
2.20.70.10,1
3.30.70.3220,1
6.10.250.2800,1
1.10.287.1260,3
2.60.40.3360,1
6.10.250.3150,1
6.10.140.610,2
3.40.1390.30,2
3.30.1060.10,1
1.20.1270.310,2
1.10.1070.20,1
6.10.250.2330,1
1.20.120.610,1
3.40.50.1170,1
3.40.50.40,1
3.80.30.10,2
3.40.50.11070,1
6.10.250.980,1
1.20.150.20,1
2.60.40.2450,1
6.10.250.360,1
3.30.300.70,1
1.10.640.10,1
3.30.110.40,1
1.20.120.730,1
2.30.33.40,1
2.60.120.1190,2
1.20.5.1220,1
3.40.50.11950,1
6.10.250.2370,1
6.10.140.1890,1
1.20.120.2010,2
3.30.1540.20,1
2.40.30.120,1
6.10.140.1240,1
1.20.1740.10,1
3.40.50.12760,1
2.30.29.140,1
1.10.150.670,3
1.20.120.1130,2
2.60.370.10,1
1.20.1260.110,1
3.40.1380.20,3
2.170.190.11,1
2.40.340.10,1
1.20.120.710,3
3.40.1010.10,2
3.30.950.10,1
3.30.1490.80,1
1.10.1080.10,1
3.40.50.1760,1
3.30.1490.50,1
3.40.50.1260,5
2.70.98.30,2
3.40.50.10540,1
1.20.58.100,4
6.10.250.3410,1
6.10.140.2170,1
3.40.30.90,1
3.30.56.30,1
1.10.150.510,4
3.30.1020.10,1
3.90.420.10,1
2.60.40.650,3
1.20.1410.10,1
3.30.70.1220,1
3.30.2280.10,1
1.10.8.130,2
3.30.1200.10,1
1.20.58.800,1
1.20.120.1920,2
3.30.1120.120,1
3.30.1120.130,1
2.60.40.1480,2
2.20.210.20,1
4.10.860.20,1
1.10.287.4310,1
3.40.50.11490,2
2.40.10.190,2
2.20.80.10,4
1.20.1640.10,3
3.40.50.11970,3
1.20.1250.70,2
1.20.144.10,1
1.20.120.1770,2
3.40.140.100,1
3.30.300.110,1
1.10.10.1740,1
1.20.5.790,1
3.30.1370.70,1
3.30.300.130,2
1.10.287.700,1
2.40.50.640,1
1.20.1270.260,1
1.10.8.1060,2
3.90.470.40,1
3.40.390.30,1
3.10.410.10,2
1.10.8.520,1
2.60.40.2990,1
1.20.5.5270,1
1.20.120.1790,1
1.10.150.750,2
6.10.250.1590,1
2.60.40.1130,1
3.30.420.140,3
1.25.40.720,1
2.60.120.1310,3
3.30.1490.180,2
2.160.20.120,1
1.10.287.820,5
3.90.1570.40,1
1.20.80.40,1
3.100.10.10,1
3.40.50.11230,2
1.10.8.100,2
3.30.390.80,1
2.60.120.390,1
2.60.40.2830,1
3.30.1070.10,1
1.10.132.60,1
6.10.250.820,1
2.40.33.10,1
3.30.450.80,1
6.10.140.1980,1
1.10.10.2420,3
2.60.40.3350,3
3.30.1220.10,1
1.20.50.30,2
2.20.130.30,1
3.30.960.10,1
2.40.128.180,2
1.25.40.520,1
3.40.1120.10,1
1.20.58.1270,1
1.25.40.1040,2
1.25.40.410,2
1.10.150.300,1
1.20.140.130,1
1.10.1160.10,1
1.10.10.1340,1
3.40.1360.10,1
2.30.30.660,2
1.25.40.330,2
1.10.1200.80,2
1.10.1070.11,2
3.40.50.10330,4
1.20.1280.140,1
1.10.274.20,3
3.30.1360.230,1
3.40.50.11280,1
1.10.10.2130,2
2.40.50.780,1
6.10.250.750,1
1.20.120.1190,1
4.10.1080.10,1
3.30.70.3030,1
3.30.70.1040,1
3.40.605.10,2
3.90.1260.10,1
2.20.25.190,1
3.30.370.20,1
1.10.132.70,1
1.20.120.80,1
3.20.20.120,3
1.10.274.70,3
6.10.140.830,1
2.170.210.20,3
3.30.300.200,1
2.40.290.20,1
3.90.20.10,1
2.40.10.300,1
6.10.140.920,1
2.60.120.400,1
1.10.1620.20,1
3.30.700.10,1
1.20.120.1560,1
2.60.40.380,1
1.20.1250.90,2
2.40.128.210,1
3.10.400.20,1
3.40.50.10600,1
1.10.1200.50,1
6.10.250.1600,1
6.10.140.1570,2
2.20.200.10,2
1.10.287.3240,1
1.10.10.1420,1
2.60.40.3170,1
1.10.1390.10,1
3.30.2170.10,1
1.10.274.30,2
2.60.120.310,2
1.10.150.810,1
1.10.1410.20,3
2.10.25.140,2
1.20.120.850,2
1.10.1040.30,2
1.10.579.10,2
6.10.250.2770,1
1.10.1720.10,1
3.30.70.1900,1
6.10.250.3040,1
3.30.450.220,1
6.10.250.1540,1
2.60.120.1250,1
1.10.8.490,1
1.20.5.920,2
1.20.5.290,2
1.10.10.2770,1
1.20.58.1320,1
1.10.287.1170,1
6.10.140.470,1
3.30.70.1400,1
1.10.720.50,1
2.30.250.10,1
2.60.40.4230,2
1.10.10.1890,1
1.20.58.930,1
2.20.28.10,1
3.90.1010.10,1
3.90.1800.10,2
3.30.2260.10,1
1.20.1440.50,1
3.30.1660.10,1
1.20.1260.60,1
4.10.470.20,1
3.40.1000.30,2
1.20.58.570,1
6.10.280.170,1
2.60.40.3750,1
3.90.1180.10,2
6.10.140.2220,1
4.10.260.10,1
1.20.5.1170,1
1.10.10.580,1
3.30.310.200,1
6.20.80.10,2
3.10.450.250,1
3.30.110.140,3
3.30.360.20,2
6.10.250.2460,1
2.20.28.120,1
3.30.40.230,1
3.10.20.710,1
6.10.140.1320,1
1.10.3130.10,1
1.20.120.160,2
6.10.280.60,1
1.20.58.1710,1
3.30.300.160,1
3.30.420.100,1
1.10.4100.10,1
3.30.1330.120,1
3.90.1280.20,1
1.20.58.2140,1
2.40.10.120,1
3.30.70.1470,1
3.90.960.10,1
3.30.499.10,1
1.10.287.3180,1
3.40.50.10660,2
3.30.2320.20,1
1.10.10.2100,1
6.10.250.1110,1
1.10.287.1390,1
1.20.1270.330,1
3.30.70.3170,1
1.20.1440.340,1
3.30.890.10,4
1.20.58.1770,1
3.40.366.10,1
3.30.70.250,2
6.10.140.1140,1
1.10.418.30,3
1.10.150.210,1
6.20.450.10,1
2.20.28.240,1
2.40.50.810,1
3.30.70.2580,1
3.40.1650.10,1
6.10.250.1860,1
3.10.40.10,1
6.20.250.70,1
2.40.50.430,1
1.20.5.3600,1
1.10.418.20,1
2.170.150.10,1
2.30.310.10,1
1.10.472.50,1
3.30.1370.100,1
1.10.930.10,1
1.10.274.100,1
1.10.132.30,1
3.30.70.1140,1
1.10.150.390,1
3.90.1170.40,1
2.60.40.2130,1
1.10.287.1090,1
1.10.150.130,1
6.10.250.3250,1
3.30.46.10,1
3.30.70.3000,1
3.90.182.10,1
2.40.320.10,1
2.60.40.2230,1
3.90.1150.220,1
3.90.470.10,1
1.10.3450.10,1
3.90.930.12,2
3.30.1780.10,1
3.30.70.1200,1
1.20.58.1050,1
2.170.150.70,1
2.60.40.3850,1
1.10.1670.10,1
3.90.1750.10,1
3.40.50.10740,1
3.30.1490.170,1
1.10.150.790,1
3.40.630.20,1
2.70.220.10,1
4.10.70.30,1
3.40.1380.10,1
3.30.70.3290,1
1.10.1470.20,1
6.10.10.50,1
6.10.250.2520,1
1.25.40.600,1
6.10.250.2930,1
3.30.700.30,1
2.40.460.10,1
6.10.140.1030,1
2.20.25.400,1
3.40.50.10440,1
3.30.1320.10,1
2.60.120.760,1
1.20.1250.80,1
3.10.20.310,1
2.10.230.10,2
3.30.413.10,1
1.10.246.180,2
6.10.130.10,1
2.40.50.360,1
3.40.50.10240,1
3.10.310.30,1
3.40.50.11370,1
2.40.128.150,1
1.10.3290.10,1
2.70.98.110,1
3.30.1360.140,1
2.40.50.150,1
2.60.40.2760,1
1.10.10.2460,1
1.10.287.2170,1
3.30.70.2190,1
3.30.990.10,1
3.30.70.3370,1
1.20.1200.10,1
1.10.357.150,1
1.10.287.800,1
3.30.1230.20,1
1.10.287.140,2
3.40.50.180,1
2.60.40.2080,1
3.90.15.10,1
6.10.250.1130,1
6.20.250.40,1
6.10.250.2920,1
6.10.250.1010,1
1.10.132.130,1
3.30.230.70,1
6.10.140.1610,1
3.10.280.10,1
1.20.120.1730,1
1.20.1480.20,1
3.30.559.30,1
6.10.250.660,1
6.10.140.1680,1
1.10.10.1700,1
3.10.450.70,1
1.20.1150.12,1
1.10.287.4280,1
1.20.120.510,1
3.40.430.10,1
3.30.1910.20,1
1.20.1270.20,1
2.20.25.90,1
3.30.420.210,1
6.10.250.1890,1
1.20.120.1370,1
3.30.190.20,1
3.40.50.790,1
3.20.20.380,1
2.40.10.360,1
1.20.140.140,1
1.20.1440.70,1
6.10.250.230,1
1.20.120.290,1
3.10.450.320,1
2.40.30.30,1
1.10.150.250,1
1.10.8.1160,1
1.20.120.940,1
2.60.40.3970,1
2.60.40.3580,1
2.60.40.3710,1
